Reference AGB,RF-predicted AGB
218,140.6782667
199,159.2462667
163,95.1692
168,160.4494667
123,86.79903333
184,131.0227
187,136.8253
272,194.9944667
90,126.9186333
162,48.9461
160,131.3879
133,128.0235667
229,177.1457667
157,152.1925
111,121.7262333
141,156.6954667
29,64.63436667
190,168.5366667
165,154.4023
232,162.2943667
144,143.9886333
231,175.7338667
227,207.7451
213,163.7694333
91,84.16006667
226,165.3264333
184,146.9891
222,166.2081667
152,146.2731
214,207.9725333
199,182.0724667
200,163.3655333
191,153.6538333
170,173.2825667
107,105.1092
221,134.5443333
108,130.8231333
241,167.3450667
149,150.7053
251,160.0848667
223,217.5269
256,137.7335333
133,114.2911667
241,160.3386
202,107.8293333
159,149.0225
190,139.0633333
250,148.9305333
190,178.5525
200,100.388
229,163.2871333
257,201.2492
212,195.8621667
201,172.0759667
126,128.5707
173,181.4543667
152,166.7698
210,158.4512
262,197.9434667
98,126.778
240,169.5337
232,171.75
199,124.6628333
182,131.6513
280,161.7654333
44,102.9363
194,168.6659333
228,177.6812333
204,145.8043667
161,142.7915333
150,115.8682333
165,119.1813667
124,116.5335333
262,168.6474333
166,165.4834667
201,195.8182333
171,129.1692
191,181.6932667
192,162.6146667
204,131.9113667
197,157.165
134,76.8066
233,184.0799333
212,197.8610667
220,182.9056
209,163.7360333
181,159.9795333
221,175.6671333
139,152.2080667
213,199.2869667
186,165.9575333
165,182.8316333
171,162.2141667
120,90.40506667
199,175.0766
194,171.4806
208,174.6418
109,80.6489
131,100.4624333
201,134.6306333
199,136.2106
130,90.51213333
223,183.8282
165,136.0822667
140,124.3165
171,161.6364333
246,174.8873333
172,168.7358
63,92.11663333
221,155.8648667
179,89.36786667
236,204.1040667
185,109.4885
112,122.8418333
210,160.3697
178,178.0524667
136,142.2439
297,164.2781
173,178.0605667
116,151.7783
71,153.1556667
206,168.2118333
275,180.5203333
134,107.1710667
84,158.2347667
202,137.5416667
162,106.1132
121,115.4256667
134,124.8514333
262,163.3808333
192,189.3374
227,170.4553333
179,173.8699667
186,105.6400333
229,162.7620333
113,105.6115
183,161.8985667
194,181.6713
188,151.632
223,194.4646667
107,72.1361
142,150.4482333
104,90.50986667
82,139.9613333
220,216.8925
130,140.7876
215,180.1658333
203,149.6044333
182,141.4024
250,166.7045667
139,96.29743333
102,192.1258667
182,120.9089333
128,125.3961333
239,167.1796667
183,161.2195667
191,179.6730333
141,130.7983
154,129.6186
242,179.7503333
272,162.9929667
197,163.6515333
237,186.0530667
125,98.4117
196,157.5472667
180,68.4776
116,131.3696333
200,126.0464333
190,152.4011
173,104.8669
117,75.59963333
218,181.4491
126,132.0082667
169,163.1116
161,175.1525667
130,145.0034
17,49.23483333
174,159.3396
102,128.5756667
179,128.2869667
167,146.9403667
189,171.3595667
167,115.0620333
163,187.0383667
132,84.38143333
183,168.968
152,128.2917333
232,160.0518333
232,117.1117
181,168.7460333
234,155.156
205,93.08303333
123,164.5165667
187,156.2994
223,146.6211333
257,155.3854667
138,123.0036667
266,169.1755667
125,111.6625667
158,131.0705667
95,129.4633667
212,160.2853
40,94.29763333
115,92.34586667
247,173.4334
201,158.9392333
140,118.8665
184,154.7787333
109,152.9953333
229,143.0578333
227,193.3621
204,156.0631
188,174.5290333
169,110.8504667
151,100.9192333
235,166.8649333
192,171.7804333
198,124.5292
229,150.3843333
164,148.6114667
189,118.2207333
181,162.8575667
255,125.2373333
260,167.199
153,116.5264667
205,125.6164333
185,154.2853333
74,87.0028
163,110.1993667
118,128.2822
182,109.9875667
145,151.7062333
242,104.2475
167,145.825
205,140.4724667
231,171.2875333
207,162.2914333
191,101.1402333
219,74.90333333
175,104.5803333
67,112.0461667
234,171.0930667
161,109.7759
142,161.349
179,136.0246333
214,170.4716
192,169.4674667
207,168.8134
325,162.9165667
226,147.8431333
156,147.3936333
131,86.85916667
203,181.1382667
104,116.4800333
227,140.6053
242,167.843
145,157.1083667
233,136.8171667
166,154.1400333
110,119.5792
156,173.6603
126,123.0495
205,160.7428
184,202.8997
213,205.8719333
170,162.6557
188,165.503
133,114.9835
117,157.6876333
110,79.0343
131,122.7976667
163,153.4765
186,148.1789333
77,95.08016667
137,113.9383333
189,117.8325333
122,132.2031
100,112.7531333
149,120.9069333
147,85.08833333
296,203.3795667
213,184.9168
230,137.8316
185,151.2609
251,144.9307667
222,206.4116333
210,188.4363667
127,155.6528
293,199.1931
228,154.4286667
187,190.9854
221,152.9248333
339,216.1976
242,165.2235667
200,225.2863
199,146.3051
201,173.8238667
142,151.4152333
198,124.9213333
173,95.55823333
140,92.4811
176,156.3444333
67,137.3133667
160,156.1508
154,136.5364667
95,110.0417667
155,136.4806667
133,143.0261
132,135.0952667
107,96.99616667
143,132.8946
114,139.4682
166,118.4157
60,102.4462
171,186.267
157,140.3350667
107,110.9374
163,138.0929667
221,174.0572667
180,159.6632333
154,162.4556667
146,161.219
209,165.2527333
163,165.4147667
191,174.0016
63,106.8876667
193,217.4854667
188,161.1374667
119,108.3676333
191,195.8311333
178,136.5950667
170,194.8400333
149,157.3239667
177,180.9451333
157,76.27363333
19,142.1769333
116,131.0351667
92,115.0877
196,178.5902
158,132.3564
118,138.1989
89,122.5316667
187,170.7132667
144,144.3086667
160,145.3678
150,139.9951667
171,173.0328333
183,207.4375667
196,163.7356667
168,153.5337333
199,139.5411667
160,155.2955333
160,134.7698667
163,176.3036333
136,147.0414667
144,150.3929667
114,110.5626
182,169.0848667
195,169.6066
115,136.5067667
126,128.2298
170,128.6164
182,150.1781
142,160.7537
75,87.608
249,167.0772333
194,167.5267333
122,133.5253
155,136.8990667
223,212.9383
184,168.0039333
184,181.9786333
147,158.7132
146,140.4873333
239,202.541
59,47.3482
157,135.2745
179,150.9301333
164,155.5253333
169,154.8361333
132,149.0516667
141,115.9667333
104,122.8784333
36,89.77576667
138,132.7984333
224,170.3447
208,150.3331667
157,151.9380333
182,203.3706
212,151.0839333
173,146.3934667
190,154.9299667
152,141.0679333
230,183.4137333
134,87.8177
208,182.1289
196,203.4376
179,124.7785667
214,192.9857333
176,179.9492
190,171.0237
77,83.9653
159,125.6439333
141,151.2831333
152,110.9046333
118,110.4511667
216,178.0024667
223,176.9004667
201,158.4121667
184,158.2157
130,129.1142333
210,200.5027
102,91.2253
192,148.4324
147,107.6048667
143,140.9697667
209,145.3674
166,156.2311333
154,160.3994333
161,123.2222
180,161.4963333
64,126.2511667
108,64.27263333
179,164.4321667
218,204.4927333
131,132.3059
142,144.5758667
204,184.8750667
172,146.0628667
151,152.8909333
230,177.1660667
228,195.8098333
163,136.7809333
74,80.92303333
119,112.0533667
149,111.2128333
105,106.4520667
206,188.9334
156,159.0136
157,123.0841667
176,151.1224
154,111.3223333
219,176.8778333
165,115.4641333
141,135.5686333
142,139.884
149,145.8341
143,129.9253667
122,124.2689
158,154.1912333
44,124.3446667
181,142.3526
114,86.50593333
62,81.0325
162,154.9735667
131,115.9833667
156,114.3849667
116,65.15066667
214,168.3927667
169,133.1754333
185,140.5363333
157,125.9141
170,150.6350667
186,155.5908
113,132.2261333
124,131.3464667
185,153.1748667
196,187.2282333
201,168.9495333
147,106.6984
174,142.8853
128,102.6418
157,159.0328
145,145.5728667
178,154.4667333
232,129.2728333
113,112.7374667
216,177.2882667
114,103.9186667
208,139.3939333
161,103.8642667
204,148.3700333
148,120.7359
84,120.7300333
190,168.7137
27,49.8375
182,181.6539
214,181.9217667
92,80.91206667
72,93.2825
173,128.6897
179,150.7452667
168,150.8208333
147,142.1241333
202,167.5146667
103,64.4338
120,116.0845
106,118.2728
206,95.7586
120,91.5067
175,155.0983333
110,131.9591667
154,150.3562667
226,161.7506667
165,113.5878
155,101.0404
128,98.6756
189,131.1829667
117,115.3598
143,134.0148333
178,143.1938333
135,124.7480333
154,106.9574667
143,107.8716333
76,100.4822667
180,129.2921667
157,86.2074
133,144.9032333
94,110.8981333
184,150.3133667
137,111.6746333
153,162.0612667
175,153.771
172,143.2947667
137,130.4417333
111,119.1682333
129,115.4966333
151,147.2174667
194,146.6219
137,111.4867667
149,103.3594
207,181.5794
182,144.7173333
103,115.5552333
200,154.0223333
115,114.7686333
89,121.0969
143,153.4496
123,122.3244333
94,160.8373667
150,140.3293333
195,176.7141667
151,149.0861333
124,124.3611333
260,211.2137
233,185.4404333
162,114.2567
302,144.8096333
168,128.7366
112,78.35553333
141,132.1999333
206,156.1995667
155,118.8517667
160,134.2924
158,106.9991333
213,151.1832333
136,124.6468667
144,136.3074
110,125.0252667
131,99.44966667
194,173.8153667
186,125.3701667
167,151.3765
177,151.5812333
94,86.98443333
174,151.9811667
154,134.8353667
162,117.7608333
140,130.7978333
124,97.61223333
134,146.5332333
153,122.9089333
167,143.6742667
177,148.4733667
192,155.3241667
187,116.6512333
147,114.5516
134,154.3704
130,113.1795333
179,145.9212
149,81.48033333
139,150.9659667
158,140.8742333
179,139.4056333
185,169.1934667
173,148.8550333
177,147.7651333
81,124.0376667
189,157.5079
164,116.8636667
196,144.8968
151,148.9129
143,114.8589
151,125.8523667
144,148.8389
139,137.9139333
164,119.5601
183,154.1462333
170,160.7346333
158,135.9759667
193,167.5751667
154,147.9345333
137,146.3753
129,104.4721
156,82.40123333
161,151.9510333
179,177.8103667
162,124.8642
124,125.6163333
129,98.86336667
106,126.8801
155,134.8937
78,91.66013333
229,180.7464667
203,196.2632333
161,117.5888333
219,130.8755667
176,158.2902
171,151.5153
37,55.7689
139,108.4491333
169,117.7280667
150,113.4969667
136,68.13976667
132,110.7908
120,103.0042333
125,125.7632667
69,94.80596667
112,117.5820667
50,108.2784333
99,98.2134
63,82.15303333
92,111.3551
36,73.4769
114,103.0334333
100,96.9946
43,57.39606667
76,80.84286667
67,94.54893333
47,67.3661
115,117.7399333
67,90.82296667
107,114.6380667
62,77.54516667
82,91.24523333
90,99.24466667
72,74.6457
64,75.6376
34,47.59423333
92,78.69716667
39,83.07423333
81,95.9598
63,89.5406
79,91.67336667
47,57.02423333
43,58.1366
44,71.8245
36,53.7741
42,59.10356667
64,81.8113
112,123.4757
168,160.5608333
159,122.2884667
137,122.2893667
166,109.0349
187,161.2274
189,165.2315667
199,153.0884667
189,117.6802667
230,154.4832
166,99.0207
238,171.0036667
196,161.9070667
177,172.6434667
54,126.6883667
209,182.1261333
103,87.26443333
129,140.0450333
106,113.0058
139,158.0509667
149,118.5707333
171,124.2995
237,202.7040667
197,165.8829
177,156.7504667
180,135.0954333
119,52.1458
203,184.8952
212,170.6808
244,207.2139667
216,179.7857
152,139.9786667
199,190.6177
220,186.1253333
171,126.7764333
240,164.0619
181,137.7154667
46,98.54483333
107,105.9724
126,130.8016667
182,170.0718333
354,214.6629333
261,208.0390333
175,140.4890333
112,110.6231667
244,180.2925
175,152.6402667
132,92.37423333
231,162.6037333
161,146.7258333
138,122.5433
183,136.0568667
145,145.7574
176,141.7035
157,135.0042667
158,126.2786667
221,216.2466
135,108.4467
235,164.9361
262,195.1626667
236,131.5638
180,155.5523333
199,173.5384333
161,138.3328333
204,185.2189
188,138.0745
155,147.2184333
179,178.5774667
119,152.9280667
154,149.1697333
199,143.0016667
197,134.2854
167,123.2305333
181,163.8366
148,165.292
248,147.5021333
141,105.5317333
216,173.3924667
232,163.7999
161,135.9178333
162,111.1625667
216,210.5105333
255,194.2851667
143,142.6264333
117,103.1936
247,197.9601333
189,157.1782667
208,192.2461333
128,104.5462333
144,171.5241667
227,177.6230667
173,179.9249333
140,120.3271
169,179.4323333
154,167.4258
209,166.3492667
182,164.9474333
196,164.1405333
304,219.1142667
169,156.2210667
188,152.0588
261,184.9287333
159,122.5833333
94,87.87523333
259,225.2149
223,197.8435667
139,157.6780333
146,134.1715
248,199.3751667
155,135.2040333
211,152.7552
106,109.7908667
164,113.9142667
201,154.8653
203,151.5641333
211,164.774
210,173.0524667
360,214.1211
165,155.5572
184,201.3835
143,108.2539
209,175.2440667
78,76.06206667
203,202.6065667
182,167.7059
245,141.7449667
196,138.4313333
253,177.5962333
154,118.5868667
245,199.9406
202,177.8189
78,79.62816667
150,149.4345
180,137.8811333
161,137.221
164,125.3659
201,162.2833
192,136.7837333
136,108.7184
115,91.9778
169,142.8704333
266,219.2047667
140,131.3929667
127,123.9372333
236,203.9995333
214,114.3549667
170,127.2995667
101,66.50736667
119,138.8022667
151,152.592
215,146.4996
156,138.8450667
246,210.0243667
179,191.5193333
180,139.5015333
160,161.0975667
291,193.5041667
165,110.9263667
224,128.7956333
146,157.1789
114,124.7136333
192,129.3167
229,184.2283333
214,159.7033333
231,192.9066667
174,211.8558
182,168.2057667
151,120.8697333
259,197.3839333
153,114.8506333
237,155.339
228,193.5833
130,109.4911667
85,111.017
128,106.2296
180,169.3947
188,107.4257667
176,144.2690667
98,104.6377
180,177.1854667
190,181.7658
220,162.7672333
237,206.9172667
190,175.9216667
190,160.7096667
128,167.0848
156,111.8832
166,159.4199333
149,123.4351
206,144.5982333
240,220.0576333
231,193.0815
206,193.7347
128,118.2459667
204,172.1597667
222,185.8222
153,138.3757667
159,160.5215667
201,159.8676
238,168.8619333
143,121.8511333
210,171.7561667
118,127.5354333
269,179.718
246,174.8613667
232,216.7412333
214,174.0926333
183,159.2242333
206,151.1528333
228,176.3029333
127,163.1332
156,140.3617
283,174.2217
173,95.2883
158,112.6301333
183,162.1428667
84,156.6797
204,158.0005
281,176.3381667
146,165.5678333
264,186.6568667
210,172.8142333
193,189.7001667
260,169.144
92,59.36016667
120,122.6239667
223,215.7898667
197,160.5319333
124,138.6969667
120,107.3360333
173,147.3407
201,195.5025
220,177.1575667
169,146.3694333
64,90.2706
175,161.7938667
133,115.6147
192,142.9778333
172,181.6286
251,174.4408
159,121.5688
224,191.3306333
192,137.2498333
161,114.4187333
170,158.3896667
192,145.0842333
228,207.8907667
215,166.3993333
145,169.9829333
149,141.0622333
186,118.3654
196,188.4771333
166,132.5633667
152,137.9490333
78,85.5884
156,118.7478667
195,183.0374
233,203.0076333
195,180.1382333
159,135.8394
239,223.3964333
148,114.4785333
144,136.2723
164,187.1704667
115,115.1885
198,139.8645
243,190.9204667
205,120.9358667
169,162.7716667
186,156.5542667
236,171.2338
160,142.9908
262,203.1841667
180,166.7017333
248,180.1272333
208,172.5882667
200,189.7817667
159,139.4012667
172,159.7182667
234,184.1980667
206,187.3569333
249,190.9539667
179,111.0476333
195,160.3097
188,148.5540667
253,144.6212667
338,226.3090333
246,163.0114333
231,169.0302333
210,159.489
221,227.6055333
215,171.8561333
229,188.0470333
191,184.7258
215,178.2361333
136,124.7007667
218,158.7338333
128,131.2658667
232,160.9413333
206,165.5527333
213,161.3445667
189,151.9835333
212,154.2056667
167,171.9373
189,159.2140667
169,163.6441667
145,137.1136
193,178.8389
239,216.2776
152,143.2810667
195,185.1032333
141,119.9081667
177,142.0192
173,139.8087333
245,142.3923667
205,166.5238
228,114.4405667
233,211.3346
64,103.0414333
242,170.3130667
148,115.8589333
195,177.0670333
147,123.9645333
143,162.9819
152,126.2731333
221,190.8808667
182,121.4364333
226,187.8661
89,147.0964333
238,213.5819
153,155.6714667
66,99.56156667
63,72.5388
289,155.5723
178,173.6664667
160,132.0312
88,75.8836
207,135.7772667
173,117.1295
170,156.1402
164,180.2703667
207,203.1192
150,123.6350667
151,122.8260667
184,147.5802667
134,127.7014667
157,161.5771333
231,191.9914333
47,120.7617667
225,144.3583
135,120.7042333
212,132.2783
160,120.5677
52,64.13053333
133,110.5169333
185,128.1302
256,193.9930333
175,158.3401667
272,166.5583333
207,179.7641667
116,142.0442667
135,164.9745333
186,141.1674
150,149.2688667
198,130.3752
199,179.8352333
196,150.8634
162,128.3285
277,184.3611333
56,163.6732
174,153.4866
192,164.8675667
225,206.0859667
157,153.6697333
209,155.8238333
139,94.4917
21,139.7421333
186,128.4901
157,145.4242667
283,191.1986667
177,143.8730333
97,122.9441
65,90.37583333
215,189.5173333
136,119.6943333
213,212.5899333
143,163.3254667
43,72.5488
228,151.3566333
216,158.7669333
158,162.245
203,189.8239333
65,71.24973333
72,147.7738
167,133.797
169,148.8542
218,173.0937
275,200.8875333
207,151.0524
144,115.6428
150,92.91866667
47,111.2893667
242,130.3161
193,154.0574667
176,149.1907667
197,145.4241667
148,149.2425667
229,218.8258333
235,186.2285333
42,77.8518
173,147.7153667
201,188.1267667
236,162.6346333
197,150.4307
231,131.2803
182,116.1793
174,157.9417667
195,155.5332667
203,187.8116
187,162.5151
191,169.4425
122,128.7941333
247,218.2091
80,78.29203333
147,172.8326667
186,174.9924
274,189.2676
203,177.7137
236,223.7519667
137,112.7505667
136,123.722
158,123.8402667
136,111.5252667
102,80.59916667
183,206.4303667
115,70.93
37,81.45576667
172,161.0588
184,157.4254
107,135.4411333
222,141.1534
94,115.4687667
240,159.9938667
86,113.6613333
179,153.5164667
150,126.3749333
152,124.8532
127,110.3168
173,155.5712667
53,142.0646
226,154.2953667
123,111.2126
89,126.0214667
80,88.61326667
242,156.9650667
147,163.8100667
197,172.1504
187,188.0960667
159,127.8924333
207,169.4957
58,108.0629667
200,175.2235
225,145.9044
239,138.0992333
242,160.935
157,112.8225333
196,170.1847
235,144.9969333
238,187.9616333
186,131.8179
11,132.4773
94,145.4877333
180,168.9737333
150,155.0521
213,182.0985333
92,91.83096667
103,159.4084333
91,121.5667333
171,132.0026333
96,121.5114667
122,109.9069
14,74.82696667
159,125.2862333
178,158.7978
175,113.2450667
221,163.2605
145,115.1308333
220,111.7038
180,150.2491333
174,161.7579667
106,149.4058
145,143.7092333
240,162.6505
130,119.1912333
30,66.50473333
99,103.8869333
127,98.15133333
114,124.4716333
47,144.4964
61,70.90686667
215,154.5003
179,166.3307667
214,191.0684333
217,193.8076333
145,136.9403333
206,150.9296
180,163.6957667
182,156.6485
170,121.5898667
141,143.7565
162,165.2706667
147,170.7856667
149,164.2922
117,116.9396333
159,155.4116667
238,201.4359667
150,177.4922667
164,148.4717667
265,197.2744667
184,182.8976
142,167.5197667
148,141.2706667
211,176.9009667
147,143.3235
141,153.256
180,156.7859333
223,178.2939333
217,157.6050667
163,166.2455333
14,121.8121667
236,217.2963
167,147.6320333
99,160.5674333
247,176.0527
111,100.9096
176,160.7874
194,146.9426
229,184.2881667
160,161.7789333
124,111.5763
195,180.3796
142,130.1032
192,186.1966333
137,187.3481
204,155.0588667
176,148.9405667
132,116.9040333
136,138.953
152,142.2352
155,145.9415
184,151.5657667
121,130.3132333
173,107.6459
118,137.7671
199,160.0319667
154,153.6202
152,125.8563667
141,130.9148667
208,198.5021667
166,144.4778
153,149.3909667
153,164.4673667
282,215.3777
166,127.19
123,99.9997
220,181.3659
193,142.5653
117,142.8589333
168,160.9254333
189,161.0108
145,108.5391
229,194.7978
115,111.1161667
197,147.9362
140,142.2000667
209,177.5750667
166,148.9504
117,139.9235333
218,151.0371333
123,106.7936
198,174.1952667
231,179.7621
184,191.1224333
169,159.3033
183,161.9797
155,120.5389667
140,151.0500667
162,137.6629667
254,205.7447333
158,151.0604
234,223.6735
168,153.3578333
239,160.654
160,144.9685
141,119.3593
174,141.6533333
147,130.4968667
190,176.7221333
153,160.2879667
166,143.9898667
144,128.5117333
251,208.8113
170,140.8972667
182,120.3314
128,122.7279333
204,197.7151333
195,158.7309667
205,186.4347333
154,166.9389667
157,160.5501
76,115.9541667
179,185.0573667
140,110.0321333
202,114.8012333
136,120.6959667
179,143.0892667
116,97.03593333
95,126.33
160,151.4102667
155,165.4580333
216,166.2709667
138,147.6943333
167,153.8059333
186,173.0738
215,172.0777667
191,161.4787667
107,123.4180333
177,126.0782333
153,136.6757667
154,120.0988
210,184.2497333
189,165.0454333
170,144.3741667
140,112.4226333
127,125.0244667
202,159.4916333
149,101.0809
157,159.9737667
245,212.4013667
168,144.1966667
155,138.0491333
192,168.5508
249,204.3528333
130,112.7283
125,128.4264333
185,117.9306667
149,143.6847
233,123.4773333
219,161.5126333
155,177.9834667
160,141.0830667
170,169.7928333
194,149.2738667
39,98.61873333
221,146.9843333
237,169.8450333
178,133.2301
174,161.0515667
83,114.6551667
173,149.4348333
122,74.6232
98,83.0467
177,144.3896333
166,136.6939333
242,121.4355667
209,182.7685333
178,154.1384333
190,175.7322333
136,119.3745
149,140.4595333
153,163.1028333
175,164.4377
172,180.1678667
115,120.8645333
174,143.1296
128,101.8769333
167,125.9658
203,166.3154
229,168.4208
155,144.9858333
103,169.1753333
112,124.3291667
151,144.6515
182,120.2834333
150,121.3309333
182,167.2185333
188,167.6843333
157,127.2571333
168,123.1866333
148,123.0501
171,145.0203667
63,120.0188667
206,139.0373667
184,145.6293667
181,161.8062333
163,168.5037
178,153.2430333
181,115.4411333
104,82.91416667
159,161.1543333
97,101.8530667
130,110.2629333
173,182.2889333
167,172.4282
130,111.9405333
160,146.0462
210,149.4117
123,161.0493333
166,150.9358
7,157.3075667
194,134.9839
156,166.7731
127,97.5232
157,113.2883
142,120.8880667
248,165.4742
115,72.9249
158,133.1771667
196,149.1103
153,128.9074333
102,118.5891333
193,137.8604667
194,148.3006333
124,163.1096
155,112.3794
130,116.8639333
222,160.6045
190,159.1617667
174,202.2701333
189,166.5595667
196,151.0241333
34,77.78176667
206,164.5074333
199,158.8231333
168,112.0291
60,80.16383333
181,138.6053333
93,93.1768
141,142.0501667
202,169.7740667
59,62.9075
202,151.2894
123,112.5317333
169,150.0169333
184,141.9089
138,132.0734667
141,126.1251
54,68.3752
41,55.7337
41,64.57983333
28,68.629
90,70.68706667
143,102.8207667
90,133.9120667
255,181.2542
198,168.8211
125,119.9677333
182,188.8454333
222,197.2479667
177,154.1077667
151,150.8617
187,177.021
147,126.3297667
181,173.4166333
158,158.7362
123,109.0808667
189,158.1385333
202,167.6529333
151,146.3061333
219,164.0868667
101,111.8937
74,98.0572
150,136.5116667
204,168.2258333
83,115.6282
195,154.9439333
137,128.0417
173,150.8161
154,158.8142
135,113.1565
154,115.4730667
84,105.6573
187,179.8472
75,104.2656667
187,181.6092667
222,180.2057333
199,162.0386
177,125.9331333
177,177.5989667
177,185.7201333
228,184.4157667
203,189.0156333
168,141.4429
213,196.1939
184,142.7791667
197,154.8987667
203,192.2537667
183,151.3049667
213,179.3015667
203,175.1919
217,176.0049667
198,190.3357667
171,170.5026
157,175.2549
133,131.3240333
173,134.2322333
106,118.7314333
165,151.9847
174,174.5672
161,200.2271667
205,135.7823333
245,171.5601333
249,198.9158333
180,147.3613667
186,165.2264333
218,174.7895667
243,178.1019
272,199.6392
212,185.7719333
191,157.8023333
175,189.8261667
201,165.4944333
130,172.7369333
136,130.0608333
211,172.2447333
255,210.0740667
222,140.4444
257,164.8299667
224,180.8649
220,210.2346333
196,178.1614667
200,162.5133667
188,162.1807
173,180.2041333
196,148.1507333
186,178.6663333
192,168.1989
155,158.2304
192,182.8113667
211,168.1418667
158,158.0763333
207,162.4336333
222,196.9699
230,206.755
211,179.4082333
220,146.6008333
133,212.8015333
197,180.9984667
185,196.7151
185,171.3217667
155,213.1231667
291,224.8374667
191,180.6852
192,153.6311
119,185.9707667
151,191.4418333
170,157.3221
183,154.9794
188,177.0802333
236,206.3336
177,162.6682667
153,158.2244333
214,144.0897333
124,159.6207333
123,134.5948333
149,143.6984667
96,166.9002667
200,181.2583333
172,142.8569
168,173.2782667
148,154.9054667
149,113.1410667
178,172.7694333
143,216.8113333
191,185.1097667
117,188.7655333
184,173.7044
140,135.9277
122,166.3518
212,136.9389667
200,177.4496333
202,186.7923333
199,171.0869667
181,149.1725
175,153.6225333
248,186.4689333
266,191.5353333
166,151.5122
41,60.02066667
244,193.6453
234,193.7545
176,157.8207
70,144.6644333
216,150.61
174,138.9099667
46,95.60146667
209,169.7429333
151,152.8471333
178,193.6176667
105,155.8698
206,182.1315
229,168.7795
185,159.1518
206,159.5571
199,169.3793
165,176.7169667
212,178.4841
166,171.2544
173,155.6978667
183,168.1549667
168,160.3863
141,135.4834667
178,170.2215333
111,213.4827333
157,152.5383333
194,155.4579333
150,175.5093333
196,174.8161333
210,158.1639333
168,152.5627667
214,207.8825333
205,133.4762667
157,182.9734333
219,178.2651
152,141.5745
191,142.8698333
133,111.5329
199,172.1383667
154,135.6408
177,143.5543667
117,105.147
116,145.8681333
207,174.408
176,152.3149
282,195.7348667
195,189.1134333
134,174.8992
171,148.5741333
201,183.2143333
137,158.5595333
126,157.0419333
214,160.0175
187,159.9394
155,168.6599333
154,157.2683667
157,128.855
180,149.0330667
210,186.3110667
57,73.3026
173,154.1872333
195,168.0065667
150,131.5349667
195,164.1539333
146,165.7571
